DATE,TIME,HOME TEAM,AWAY TEAM,HOME PER,DRAW PER,AWAY PER,UNDER 2.5,OVER 2.5,BTS,OTS,NAME
2025-11-06,00:10,Independ. Rivadavia,Argentinos JRS,26,32,42,71,29,35,65,BCL
2025-11-06,23:00,Bolivar,Club Aurora,84,11,5,25,75,55,45,BCL
2025-11-06,00:30,Sao Paulo,Flamengo,21,28,51,63,37,42,58,BCL
2025-11-06,22:30,Fluminense,Mirassol,52,28,20,59,41,45,55,BCL
2025-11-06,23:00,Ceara,Fortaleza,42,28,30,66,34,41,59,BCL
2025-11-06,23:10,Boyaca Chico,America de Cali,12,21,67,63,37,34,66,BCL
2025-11-06,21:00,Cucuta,Huila,52,27,21,61,39,44,56,BCL
2025-11-06,01:30,FAS,Cacahuatique,62,21,17,52,48,41,59,BCL
2025-11-06,20:00,Reading,Stevenage,33,27,40,41,59,53,47,BCL
2025-11-06,16:00,Flora II,Nõmme United,10,15,75,64,36,38,62,BCL
2025-11-06,00:00,Antigua GFC,Cobán Imperial,58,24,18,45,55,55,45,BCL
2025-11-06,02:00,Marquense,Xelajú,46,30,24,62,38,39,61,BCL
2025-11-06,23:00,Guastatoya,Mixco,42,29,29,62,38,38,62,BCL
2025-11-06,08:30,PSBS Biak Numfor,Persita,20,22,58,64,36,38,62,BCL
2025-11-06,13:00,Malavan,Shams Azar Qazvin,59,29,12,73,27,41,59,BCL
2025-11-06,19:00,FAR Rabat,FUS Rabat,65,25,10,65,35,35,65,BCL
2025-11-06,02:00,Walter Ferretti,Matagalpa,48,26,26,44,56,62,38,BCL
2025-11-06,15:00,Bendel Insurance,Rivers United,54,24,22,65,35,40,60,BCL
2025-11-06,15:00,Nasarawa United,Remo Stars,68,20,12,63,37,42,58,BCL
2025-11-06,16:30,Spartak Moscow,Lokomotiv Moscow,50,25,25,45,55,61,39,BCL
2025-11-06,14:55,Al Hazm,Al Khaleej Saihat,28,24,48,45,55,59,41,BCL
2025-11-06,17:30,Al Qadisiya Al Khubar,Al Kholood,69,20,11,40,60,55,45,BCL
2025-11-06,17:30,Al Riyadh,Damac FC,50,26,24,58,42,45,55,BCL
2025-11-06,13:30,ES Tunis,Jeunesse Sportive Omrane,82,13,5,58,42,20,80,BCL
2025-11-06,13:30,Stade Tunisien,Club Africain,28,30,42,75,25,35,65,BCL
2025-11-06,17:45,AEK Athens,Shamrock Rovers,84,11,5,33,67,35,65,BCL
2025-11-06,17:45,AEK Larnaca,Aberdeen,71,19,10,60,40,41,59,BCL
2025-11-06,17:45,NK Celje,Legia Warsaw,43,25,32,41,59,63,37,BCL
2025-11-06,17:45,KuPS Kuopio,Slovan Bratislava,26,23,51,41,59,61,39,BCL
2025-11-06,17:45,Mainz,Fiorentina,45,28,27,43,57,55,45,BCL
2025-11-06,17:45,Noah,Sigma Olomouc,54,24,22,49,51,55,45,BCL
2025-11-06,17:45,Samsunspor,Hamrun Spartans,83,12,5,31,69,43,57,BCL
2025-11-06,17:45,Shakhtar Donetsk,Breidablik,84,11,5,25,75,53,47,BCL
2025-11-06,17:45,Sparta Prague,Rakow Czestochowa,57,24,19,49,51,53,47,BCL
2025-11-06,20:00,Crystal Palace,AZ,69,18,13,37,63,57,43,BCL
2025-11-06,20:00,Dynamo Kyiv,Zrinjski Mostar,61,23,16,61,39,43,57,BCL
2025-11-06,20:00,BK Hacken,Strasbourg,30,23,47,40,60,63,37,BCL
2025-11-06,20:00,Lausanne Sports,Omonia Nicosia,47,26,27,42,58,63,37,BCL
2025-11-06,20:00,Lincoln Red Imps FC,HNK Rijeka,11,20,69,64,36,45,55,BCL
2025-11-06,20:00,Rayo Vallecano,Lech Poznan,69,20,11,39,61,55,45,BCL
2025-11-06,20:00,Shelbourne,KF Drita,54,25,21,45,55,55,45,BCL
2025-11-06,20:00,Shkendija Tetovo,Jagiellonia Bialystok,23,26,51,49,51,57,43,BCL
2025-11-06,20:00,Rapid Vienna,CS U Craiova,62,24,14,46,54,53,47,BCL
2025-11-06,17:45,Basel,FCSB,65,20,15,41,59,57,43,BCL
2025-11-06,17:45,Crvena Zvezda,Lille,30,27,43,43,57,63,37,BCL
2025-11-06,17:45,Dinamo Zagreb,Celta Vigo,30,35,35,48,52,58,42,BCL
2025-11-06,17:45,Malmo FF,Panathinaikos,30,35,35,55,45,57,43,BCL
2025-11-06,17:45,Midtjylland,Celtic,48,26,26,43,57,63,37,BCL
2025-11-06,17:45,Nice,SC Freiburg,29,36,35,48,52,58,42,BCL
2025-11-06,17:45,FC Salzburg,Go Ahead Eagles,59,22,19,37,63,63,37,BCL
2025-11-06,17:45,SK Sturm Graz,Nottm Forest,19,23,58,43,57,57,43,BCL
2025-11-06,17:45,FC Utrecht,FC Porto,20,23,57,45,55,57,43,BCL
2025-11-06,20:00,Aston Villa,Maccabi Tel Aviv,81,12,7,34,66,42,58,BCL
2025-11-06,20:00,Real Betis,Lyon,54,24,22,43,57,61,39,BCL
2025-11-06,20:00,Bologna,SK Brann,73,18,9,39,61,53,47,BCL
2025-11-06,20:00,Braga,Genk,60,22,18,43,57,58,42,BCL
2025-11-06,20:00,Ferencvarosi TC,Ludogorets Razgrad,58,23,19,48,52,55,45,BCL
2025-11-06,20:00,PAOK Salonika,Young Boys,59,23,18,41,59,61,39,BCL
2025-11-06,20:00,Viktoria Plzen,Fenerbahce,30,27,43,45,55,59,41,BCL
2025-11-06,20:00,Rangers,Roma,20,23,57,48,52,55,45,BCL
2025-11-06,20:00,VfB Stuttgart,Feyenoord,55,24,21,41,59,61,39,BCL
